Report Date,Week Ending Date,Health Region,Vaccination Status,Infections,Hospitalizations,Deaths,Population Denominator
12/31/2021,06/26/2021,Southwest Region,Fully Vaccinated,26,3,1,4299277
12/31/2021,04/24/2021,Central Region,Partially Vaccinated,105,6,1,1188549
12/31/2021,04/17/2021,Southwest Region,Unvaccinated,1287,97,17,4838823
12/31/2021,09/18/2021,Southwest Region,Unvaccinated,4544,135,74,2844779
12/31/2021,04/24/2021,Northwest Region,Unvaccinated,1159,35,10,4581192
12/31/2021,07/17/2021,Northwest Region,Partially Vaccinated,25,2,0,478891
12/31/2021,09/25/2021,Central Region,Fully Vaccinated,458,3,4,5154641
12/31/2021,12/18/2021,Central Region,Fully Vaccinated,639,11,2,5702199
12/31/2021,03/06/2021,Northwest Region,Unvaccinated,1203,26,21,6913035
12/31/2021,05/29/2021,Northwest Region,Unvaccinated,312,20,5,3779988
12/31/2021,02/06/2021,Northern Region,Fully Vaccinated,0,0,0,246593
12/31/2021,05/01/2021,Central Region,Fully Vaccinated,27,4,1,3103589
12/31/2021,12/04/2021,Southwest Region,Fully Vaccinated,874,26,6,5583265
12/31/2021,03/13/2021,Southwest Region,Unvaccinated,1302,52,55,6633555
12/31/2021,08/07/2021,Northern Region,Fully Vaccinated,726,19,5,4772653
12/31/2021,11/27/2021,Central Region,Unvaccinated,1336,31,10,2258495
12/31/2021,03/06/2021,Central Region,Unvaccinated,1838,65,42,6913035
12/31/2021,07/31/2021,Southwest Region,Unvaccinated,1249,59,25,3287199
12/31/2021,03/06/2021,Northwest Region,Partially Vaccinated,49,2,2,671341
12/31/2021,10/30/2021,Eastern Region,Unvaccinated,1047,34,11,2585155
12/31/2021,10/09/2021,Eastern Region,Partially Vaccinated,214,5,3,578272
12/31/2021,09/11/2021,Eastern Region,Partially Vaccinated,362,11,5,593588
12/31/2021,12/11/2021,Central Region,Fully Vaccinated,606,10,4,5658599
12/31/2021,05/29/2021,Central Region,Unvaccinated,296,12,4,3779988
12/31/2021,09/18/2021,Northern Region,Partially Vaccinated,205,5,3,588927
12/31/2021,09/25/2021,Eastern Region,Fully Vaccinated,964,18,10,5154641
12/31/2021,08/14/2021,Southwest Region,Partially Vaccinated,145,3,0,574964
12/31/2021,06/12/2021,Northwest Region,Partially Vaccinated,11,0,0,591667
12/31/2021,05/22/2021,Eastern Region,Fully Vaccinated,28,2,0,3869495
12/31/2021,05/01/2021,Northern Region,Fully Vaccinated,87,2,0,3103589
12/31/2021,07/10/2021,Northern Region,Fully Vaccinated,140,9,0,4606819
12/31/2021,06/19/2021,Eastern Region,Fully Vaccinated,30,3,0,4425332
12/31/2021,02/27/2021,Southwest Region,Fully Vaccinated,9,1,0,779350
12/31/2021,07/24/2021,Southwest Region,Fully Vaccinated,187,12,0,4694539
12/31/2021,05/08/2021,Central Region,Fully Vaccinated,21,1,0,3377814
12/31/2021,12/11/2021,Central Region,Unvaccinated,2316,28,5,2133542
12/31/2021,11/13/2021,Central Region,Fully Vaccinated,403,11,1,5427350
12/31/2021,10/02/2021,Northern Region,Unvaccinated,1667,30,11,2763319
12/31/2021,06/12/2021,Northwest Region,Fully Vaccinated,21,3,0,4306442
12/31/2021,12/25/2021,Eastern Region,Partially Vaccinated,577,32,2,777331
12/31/2021,04/10/2021,Central Region,Unvaccinated,1581,52,29,5132738
12/31/2021,05/01/2021,Eastern Region,Partially Vaccinated,96,7,2,1065454
12/31/2021,04/24/2021,Eastern Region,Fully Vaccinated,32,3,0,2765778
12/31/2021,09/25/2021,Eastern Region,Unvaccinated,3383,72,49,2801407
12/31/2021,05/15/2021,Southwest Region,Fully Vaccinated,46,5,1,3630020
12/31/2021,08/07/2021,Southwest Region,Partially Vaccinated,93,6,4,549801
12/31/2021,05/22/2021,Central Region,Partially Vaccinated,27,3,1,764446
12/31/2021,09/25/2021,Southwest Region,Unvaccinated,3986,139,82,2801407
12/31/2021,06/26/2021,Northwest Region,Unvaccinated,171,11,5,3755425
12/31/2021,02/13/2021,Northwest Region,Partially Vaccinated,117,12,4,687383
12/31/2021,06/05/2021,Southwest Region,Fully Vaccinated,32,14,2,4145828
12/31/2021,07/03/2021,Eastern Region,Partially Vaccinated,13,2,0,491701
12/31/2021,07/03/2021,Northwest Region,Unvaccinated,209,16,1,3485271
12/31/2021,08/14/2021,Southwest Region,Unvaccinated,2182,95,33,3142654
12/31/2021,06/19/2021,Northern Region,Fully Vaccinated,50,1,0,4425332
12/31/2021,03/13/2021,Central Region,Partially Vaccinated,118,11,4,781376
12/31/2021,10/16/2021,Northern Region,Unvaccinated,1211,27,12,2679371
12/31/2021,11/13/2021,Eastern Region,Partially Vaccinated,91,1,0,702654
12/31/2021,01/23/2021,Central Region,Fully Vaccinated,1,0,0,90381
12/31/2021,12/25/2021,Eastern Region,Unvaccinated,6167,369,3,2030202
12/31/2021,12/25/2021,Northwest Region,Unvaccinated,4598,59,1,2030202
12/31/2021,11/13/2021,Eastern Region,Fully Vaccinated,394,14,2,5427350
12/31/2021,11/27/2021,Northwest Region,Unvaccinated,1557,54,15,2258495
12/31/2021,03/13/2021,Northwest Region,Partially Vaccinated,56,5,0,781376
12/31/2021,09/11/2021,Northern Region,Unvaccinated,2038,49,14,2897984
12/31/2021,05/22/2021,Southwest Region,Unvaccinated,528,38,10,3901578
12/31/2021,03/27/2021,Eastern Region,Fully Vaccinated,28,4,0,1504286
12/31/2021,05/08/2021,Northern Region,Partially Vaccinated,133,9,3,929007
12/31/2021,07/10/2021,Southwest Region,Unvaccinated,303,22,6,3445915
12/31/2021,10/16/2021,Southwest Region,Unvaccinated,2362,100,56,2679371
12/31/2021,04/03/2021,Eastern Region,Partially Vaccinated,212,14,9,1260742
12/31/2021,06/05/2021,Northern Region,Fully Vaccinated,55,6,0,4145828
12/31/2021,10/23/2021,Northern Region,Unvaccinated,1078,15,3,2635160
12/31/2021,01/23/2021,Eastern Region,Fully Vaccinated,0,0,0,90381
12/31/2021,09/25/2021,Eastern Region,Partially Vaccinated,328,9,5,579471
12/31/2021,01/30/2021,Central Region,Partially Vaccinated,229,6,16,635449
12/31/2021,08/21/2021,Southwest Region,Unvaccinated,2998,128,43,3077386
12/31/2021,03/13/2021,Eastern Region,Partially Vaccinated,119,25,12,781376
12/31/2021,03/27/2021,Central Region,Unvaccinated,1776,48,10,5876226
12/31/2021,10/16/2021,Northern Region,Partially Vaccinated,108,2,3,576784
12/31/2021,07/24/2021,Central Region,Unvaccinated,934,26,9,3350667
12/31/2021,10/30/2021,Central Region,Partially Vaccinated,96,1,2,597540
12/31/2021,06/05/2021,Eastern Region,Unvaccinated,324,21,2,3704073
12/31/2021,06/05/2021,Southwest Region,Unvaccinated,264,30,4,3704073
12/31/2021,05/08/2021,Eastern Region,Partially Vaccinated,54,4,0,929007
12/31/2021,11/06/2021,Northern Region,Unvaccinated,1105,17,5,2517614
12/31/2021,12/11/2021,Northwest Region,Unvaccinated,2608,59,16,2133542
12/31/2021,05/01/2021,Southwest Region,Partially Vaccinated,65,9,0,1065454
12/31/2021,06/12/2021,Southwest Region,Partially Vaccinated,12,1,0,591667
12/31/2021,06/12/2021,Central Region,Unvaccinated,168,7,2,3637410
12/31/2021,06/19/2021,Central Region,Unvaccinated,148,1,2,3581618
12/31/2021,12/11/2021,Northern Region,Partially Vaccinated,303,4,0,743378
12/31/2021,10/30/2021,Southwest Region,Partially Vaccinated,114,7,0,597540
12/31/2021,06/12/2021,Eastern Region,Fully Vaccinated,22,4,0,4306442
12/31/2021,11/13/2021,Northwest Region,Unvaccinated,1445,39,14,2405515
12/31/2021,12/25/2021,Northwest Region,Partially Vaccinated,384,9,0,777331
12/31/2021,03/27/2021,Central Region,Partially Vaccinated,189,9,6,1155007
12/31/2021,02/13/2021,Northern Region,Fully Vaccinated,4,0,0,388656
12/31/2021,07/10/2021,Northwest Region,Fully Vaccinated,73,1,0,4606819
12/31/2021,11/06/2021,Central Region,Unvaccinated,1039,30,11,2517614
12/31/2021,03/27/2021,Northwest Region,Partially Vaccinated,96,9,2,1155007
12/31/2021,07/03/2021,Northwest Region,Fully Vaccinated,34,2,0,4558547
12/31/2021,03/06/2021,Southwest Region,Partially Vaccinated,60,7,1,671341
12/31/2021,06/19/2021,Northwest Region,Unvaccinated,157,8,1,3581618
12/31/2021,08/28/2021,Northwest Region,Fully Vaccinated,664,38,20,4930300
12/31/2021,11/20/2021,Northern Region,Partially Vaccinated,140,3,0,761688
12/31/2021,11/27/2021,Central Region,Fully Vaccinated,394,8,3,5487445
12/31/2021,08/21/2021,Northwest Region,Partially Vaccinated,167,0,2,587863
12/31/2021,02/27/2021,Northern Region,Fully Vaccinated,16,0,0,779350
12/31/2021,05/15/2021,Northwest Region,Partially Vaccinated,43,3,1,812308
12/31/2021,04/03/2021,Southwest Region,Unvaccinated,1128,86,14,5489060
12/31/2021,08/14/2021,Northwest Region,Partially Vaccinated,115,5,0,574964
12/31/2021,07/24/2021,Central Region,Partially Vaccinated,36,0,0,490313
12/31/2021,06/26/2021,Northwest Region,Partially Vaccinated,10,2,0,480817
12/31/2021,07/10/2021,Southwest Region,Partially Vaccinated,14,1,0,482785
12/31/2021,02/13/2021,Northwest Region,Fully Vaccinated,10,0,1,388656
12/31/2021,05/22/2021,Eastern Region,Unvaccinated,603,26,4,3901578
12/31/2021,12/04/2021,Northern Region,Partially Vaccinated,215,2,0,757888
12/31/2021,12/04/2021,Eastern Region,Unvaccinated,1916,55,13,2194366
12/31/2021,07/03/2021,Central Region,Unvaccinated,260,11,0,3485271
12/31/2021,05/08/2021,Southwest Region,Unvaccinated,808,54,14,4228698
12/31/2021,02/06/2021,Southwest Region,Partially Vaccinated,214,17,10,710057
12/31/2021,06/05/2021,Northwest Region,Unvaccinated,247,19,6,3704073
12/31/2021,10/09/2021,Northwest Region,Fully Vaccinated,697,27,12,5235443
12/31/2021,08/07/2021,Eastern Region,Partially Vaccinated,211,7,3,549801
12/31/2021,09/18/2021,Eastern Region,Fully Vaccinated,1125,18,18,5101813
12/31/2021,12/11/2021,Northwest Region,Partially Vaccinated,209,4,1,743378
12/31/2021,10/30/2021,Central Region,Unvaccinated,1048,24,6,2585155
12/31/2021,03/27/2021,Central Region,Fully Vaccinated,21,0,0,1504286
12/31/2021,03/13/2021,Northern Region,Partially Vaccinated,114,6,2,781376
12/31/2021,07/03/2021,Eastern Region,Fully Vaccinated,51,2,0,4558547
12/31/2021,02/06/2021,Southwest Region,Fully Vaccinated,4,0,0,246593
12/31/2021,12/25/2021,Northern Region,Fully Vaccinated,4484,29,0,5727986
12/31/2021,11/27/2021,Southwest Region,Partially Vaccinated,129,4,1,789579
12/31/2021,10/09/2021,Southwest Region,Fully Vaccinated,827,21,11,5235443
12/31/2021,04/03/2021,Southwest Region,Fully Vaccinated,21,2,0,1785717
12/31/2021,03/27/2021,Northern Region,Fully Vaccinated,45,1,1,1504286
12/31/2021,04/17/2021,Northwest Region,Unvaccinated,1411,59,16,4838823
12/31/2021,06/19/2021,Eastern Region,Unvaccinated,238,18,2,3581618
12/31/2021,01/23/2021,Northern Region,Fully Vaccinated,1,0,0,90381
12/31/2021,08/07/2021,Southwest Region,Fully Vaccinated,452,22,9,4772653
12/31/2021,11/13/2021,Northern Region,Unvaccinated,1345,17,7,2405515
12/31/2021,02/20/2021,Northern Region,Fully Vaccinated,5,0,0,552229
12/31/2021,03/06/2021,Northern Region,Fully Vaccinated,11,1,1,951143
12/31/2021,09/25/2021,Northern Region,Fully Vaccinated,921,20,7,5154641
12/31/2021,11/06/2021,Eastern Region,Partially Vaccinated,102,3,0,624542
12/31/2021,08/28/2021,Northern Region,Partially Vaccinated,198,4,0,592961
12/31/2021,03/06/2021,Central Region,Fully Vaccinated,10,1,0,951143
12/31/2021,11/27/2021,Northern Region,Unvaccinated,1393,38,3,2258495
12/31/2021,01/30/2021,Northern Region,Partially Vaccinated,124,8,3,635449
12/31/2021,12/11/2021,Central Region,Partially Vaccinated,153,2,0,743378
12/31/2021,02/13/2021,Central Region,Partially Vaccinated,165,14,4,687383
12/31/2021,10/30/2021,Northern Region,Unvaccinated,1017,22,6,2585155
12/31/2021,07/17/2021,Eastern Region,Fully Vaccinated,112,4,2,4653969
12/31/2021,04/03/2021,Northern Region,Unvaccinated,2515,60,7,5489060
12/31/2021,12/04/2021,Central Region,Unvaccinated,2068,35,12,2194366
12/31/2021,09/18/2021,Southwest Region,Fully Vaccinated,1169,31,20,5101813
12/31/2021,02/27/2021,Eastern Region,Fully Vaccinated,4,0,0,779350
12/31/2021,04/24/2021,Central Region,Fully Vaccinated,35,3,4,2765778
12/31/2021,04/10/2021,Northern Region,Unvaccinated,2340,46,12,5132738
12/31/2021,02/06/2021,Central Region,Partially Vaccinated,232,24,10,710057
12/31/2021,02/27/2021,Northwest Region,Partially Vaccinated,46,4,2,579158
12/31/2021,10/16/2021,Central Region,Partially Vaccinated,116,3,2,576784
12/31/2021,02/20/2021,Central Region,Fully Vaccinated,8,0,0,552229
12/31/2021,10/16/2021,Southwest Region,Partially Vaccinated,166,11,1,576784
12/31/2021,08/14/2021,Northern Region,Partially Vaccinated,162,6,0,574964
12/31/2021,06/19/2021,Northwest Region,Fully Vaccinated,19,1,0,4425332
12/31/2021,10/16/2021,Central Region,Unvaccinated,1609,30,21,2679371
12/31/2021,09/25/2021,Southwest Region,Partially Vaccinated,310,13,7,579471
12/31/2021,05/01/2021,Central Region,Partially Vaccinated,66,2,0,1065454
12/31/2021,11/20/2021,Central Region,Partially Vaccinated,83,0,1,761688
12/31/2021,02/06/2021,Northwest Region,Unvaccinated,3378,81,26,7578869
12/31/2021,12/04/2021,Northwest Region,Fully Vaccinated,788,22,5,5583265
12/31/2021,10/30/2021,Northwest Region,Partially Vaccinated,115,4,1,597540
12/31/2021,06/12/2021,Eastern Region,Unvaccinated,261,15,3,3637410
12/31/2021,06/26/2021,Northern Region,Fully Vaccinated,52,0,0,4299277
12/31/2021,07/17/2021,Eastern Region,Unvaccinated,702,37,7,3402659
12/31/2021,10/02/2021,Southwest Region,Partially Vaccinated,261,11,3,578273
12/31/2021,05/15/2021,Northwest Region,Unvaccinated,634,21,4,4093191
12/31/2021,08/28/2021,Central Region,Fully Vaccinated,617,19,15,4930300
12/31/2021,10/23/2021,Northern Region,Fully Vaccinated,606,10,2,5314083
12/31/2021,03/20/2021,Central Region,Fully Vaccinated,8,1,0,1258465
12/31/2021,12/11/2021,Southwest Region,Partially Vaccinated,188,6,0,743378
12/31/2021,12/25/2021,Southwest Region,Unvaccinated,2888,46,5,2030202
12/31/2021,09/11/2021,Southwest Region,Partially Vaccinated,434,11,4,593588
12/31/2021,09/25/2021,Northern Region,Partially Vaccinated,201,3,1,579471
12/31/2021,09/25/2021,Northwest Region,Partially Vaccinated,221,4,7,579471
12/31/2021,09/18/2021,Central Region,Partially Vaccinated,259,8,4,588927
12/31/2021,10/30/2021,Northwest Region,Unvaccinated,1288,38,12,2585155
12/31/2021,10/23/2021,Eastern Region,Fully Vaccinated,536,28,7,5314083
12/31/2021,01/30/2021,Northwest Region,Partially Vaccinated,170,8,4,635449
12/31/2021,05/08/2021,Eastern Region,Fully Vaccinated,39,6,3,3377814
12/31/2021,05/15/2021,Eastern Region,Fully Vaccinated,25,0,1,3630020
12/31/2021,05/29/2021,Eastern Region,Unvaccinated,475,18,8,3779988
12/31/2021,08/28/2021,Southwest Region,Unvaccinated,3893,142,57,3012258
12/31/2021,04/03/2021,Eastern Region,Unvaccinated,2005,75,16,5489060
12/31/2021,07/10/2021,Northwest Region,Partially Vaccinated,14,3,0,482785
12/31/2021,07/31/2021,Eastern Region,Unvaccinated,1867,76,19,3287199
12/31/2021,05/15/2021,Northern Region,Unvaccinated,576,26,7,4093191
12/31/2021,08/07/2021,Northwest Region,Fully Vaccinated,437,23,8,4772653
12/31/2021,09/18/2021,Southwest Region,Partially Vaccinated,366,14,3,588927
12/31/2021,09/25/2021,Central Region,Partially Vaccinated,235,4,1,579471
12/31/2021,09/25/2021,Northern Region,Unvaccinated,1919,37,10,2801407
12/31/2021,01/23/2021,Southwest Region,Partially Vaccinated,341,17,25,446573
12/31/2021,12/04/2021,Eastern Region,Partially Vaccinated,186,6,0,757888
12/31/2021,02/20/2021,Southwest Region,Partially Vaccinated,104,6,1,632189
12/31/2021,10/02/2021,Northern Region,Fully Vaccinated,765,17,3,5193927
12/31/2021,10/23/2021,Eastern Region,Unvaccinated,1259,29,16,2635160
12/31/2021,11/20/2021,Southwest Region,Fully Vaccinated,602,15,8,5459415
12/31/2021,10/09/2021,Central Region,Fully Vaccinated,466,13,5,5235443
12/31/2021,08/21/2021,Northern Region,Fully Vaccinated,987,33,5,4870270
12/31/2021,10/02/2021,Central Region,Fully Vaccinated,460,18,9,5193927
12/31/2021,02/13/2021,Central Region,Unvaccinated,3009,92,41,7459480
12/31/2021,09/11/2021,Southwest Region,Fully Vaccinated,1203,24,18,5043947
12/31/2021,04/17/2021,Northwest Region,Partially Vaccinated,182,9,1,1259164
12/31/2021,09/04/2021,Northern Region,Fully Vaccinated,920,16,6,4990816
12/31/2021,06/05/2021,Southwest Region,Partially Vaccinated,13,1,0,685618
12/31/2021,01/30/2021,Northwest Region,Fully Vaccinated,0,0,0,153367
12/31/2021,05/29/2021,Eastern Region,Fully Vaccinated,32,2,0,4021328
12/31/2021,04/10/2021,Southwest Region,Fully Vaccinated,26,12,2,2097938
12/31/2021,08/28/2021,Eastern Region,Partially Vaccinated,351,17,11,592961
12/31/2021,08/07/2021,Central Region,Fully Vaccinated,487,15,11,4772653
12/31/2021,08/21/2021,Central Region,Unvaccinated,3190,36,42,3077386
12/31/2021,04/17/2021,Northern Region,Unvaccinated,1812,50,5,4838823
12/31/2021,04/24/2021,Northwest Region,Fully Vaccinated,39,1,0,2765778
12/31/2021,06/19/2021,Southwest Region,Unvaccinated,169,21,3,3581618
12/31/2021,07/24/2021,Northern Region,Fully Vaccinated,408,10,1,4694539
12/31/2021,01/30/2021,Eastern Region,Fully Vaccinated,0,0,0,153367
12/31/2021,10/02/2021,Northwest Region,Unvaccinated,3017,73,48,2763319
12/31/2021,04/17/2021,Eastern Region,Unvaccinated,1799,86,17,4838823
12/31/2021,05/01/2021,Northwest Region,Unvaccinated,1056,35,11,4366476
12/31/2021,04/17/2021,Northern Region,Fully Vaccinated,73,1,0,2437532
12/31/2021,11/06/2021,Northern Region,Partially Vaccinated,99,0,1,624542
12/31/2021,03/20/2021,Eastern Region,Unvaccinated,2353,109,27,6336890
12/31/2021,07/31/2021,Northern Region,Unvaccinated,1027,30,5,3287199
12/31/2021,07/24/2021,Northern Region,Unvaccinated,737,19,3,3350667
12/31/2021,02/13/2021,Central Region,Fully Vaccinated,8,0,0,388656
12/31/2021,08/28/2021,Northwest Region,Unvaccinated,3609,74,26,3012258
12/31/2021,04/17/2021,Central Region,Fully Vaccinated,23,2,0,2437532
12/31/2021,03/13/2021,Central Region,Fully Vaccinated,12,0,0,1120588
12/31/2021,04/03/2021,Northwest Region,Fully Vaccinated,21,2,0,1785717
12/31/2021,01/30/2021,Northern Region,Unvaccinated,4757,109,35,7746703
12/31/2021,04/03/2021,Central Region,Unvaccinated,1623,50,21,5489060
12/31/2021,10/30/2021,Eastern Region,Fully Vaccinated,377,9,5,5352824
12/31/2021,10/09/2021,Northern Region,Partially Vaccinated,134,4,1,578272
12/31/2021,09/11/2021,Northwest Region,Partially Vaccinated,303,10,4,593588
12/31/2021,08/21/2021,Central Region,Partially Vaccinated,225,4,4,587863
12/31/2021,09/18/2021,Northwest Region,Partially Vaccinated,308,9,3,588927
12/31/2021,11/13/2021,Northwest Region,Partially Vaccinated,115,1,1,702654
12/31/2021,05/29/2021,Central Region,Partially Vaccinated,29,1,0,734203
12/31/2021,06/26/2021,Central Region,Fully Vaccinated,29,0,3,4299277
12/31/2021,08/28/2021,Northwest Region,Partially Vaccinated,259,5,1,592961
12/31/2021,02/13/2021,Northern Region,Unvaccinated,3367,65,19,7459480
12/31/2021,10/23/2021,Southwest Region,Partially Vaccinated,144,7,3,586276
01/10/2022,01/01/2022,Central Region,Unvaccinated,16664,52,14,1975413
01/10/2022,04/10/2021,Southwest Region,Partially Vaccinated,94,19,4,1305570
01/10/2022,11/20/2021,Southwest Region,Partially Vaccinated,145,7,6,761905
01/10/2022,11/27/2021,Eastern Region,Unvaccinated,1223,52,21,2256015
01/10/2022,03/13/2021,Southwest Region,Partially Vaccinated,107,11,3,782037
01/10/2022,06/19/2021,Southwest Region,Partially Vaccinated,9,2,0,528651
01/10/2022,11/06/2021,Central Region,Fully Vaccinated,360,13,4,5395543
01/10/2022,06/12/2021,Central Region,Fully Vaccinated,18,0,0,4308170
01/10/2022,04/03/2021,Northwest Region,Unvaccinated,1400,46,15,5487532
01/10/2022,05/15/2021,Eastern Region,Partially Vaccinated,40,11,1,812766
01/10/2022,04/17/2021,Eastern Region,Fully Vaccinated,44,6,6,2438562
01/10/2022,07/31/2021,Northwest Region,Partially Vaccinated,53,6,0,515195
01/10/2022,10/23/2021,Central Region,Partially Vaccinated,91,2,1,586270
01/10/2022,05/08/2021,Southwest Region,Partially Vaccinated,46,8,2,929526
01/10/2022,02/27/2021,Northwest Region,Unvaccinated,1513,27,4,7176057
01/10/2022,06/19/2021,Northern Region,Partially Vaccinated,18,1,0,528651
01/10/2022,03/06/2021,Northern Region,Partially Vaccinated,89,11,4,671939
01/10/2022,07/31/2021,Central Region,Fully Vaccinated,397,7,8,4735014
01/10/2022,09/11/2021,Northern Region,Fully Vaccinated,1064,26,4,5045925
01/10/2022,12/18/2021,Northern Region,Fully Vaccinated,2920,22,0,5705064
01/10/2022,04/10/2021,Northwest Region,Partially Vaccinated,151,10,5,1305570
01/10/2022,01/30/2021,Eastern Region,Unvaccinated,5766,208,83,7746068
01/10/2022,05/01/2021,Northwest Region,Fully Vaccinated,40,1,0,3104869
01/10/2022,06/05/2021,Central Region,Unvaccinated,197,8,3,3702255
01/10/2022,01/30/2021,Southwest Region,Partially Vaccinated,245,23,19,635997
01/10/2022,07/10/2021,Northern Region,Partially Vaccinated,23,3,0,482825
